"","X","Name","JobID","YearofBirth","AttritionStatus","DistanceFromHome","JobLevel","WorkLifeBalance","PercentSalaryHike","HourlyRate","YearsWithCurrManager","MonthlyRate","JobSatisfaction","Over18","EnvironmentSatisfaction","YearsSinceLastPromotion","JobRole","EducationLevel","YearsAtCompany","Gender","Travel_For_Business","EducationField","MaritalStatus","PerformanceRating","MonthlyIncome","StandardHours","Age","TotalWorkingYears","EmployeeNumber","LastYearTrainingTime","RelationshipSatisfaction","EmployeeCount","OverTime","Department","YearsInCurrentRole","JobInvolvement","StockOptionLevel","NumCompaniesWorked","DailyRate"
"874",874,"Lindgren, Kale",1874,1995,"No",11,2,2,18,96,3,8232,"Satisfied","Y",1,1,"Manufacturing Director",2,4,"Female","Non-Travel","Other","Divorced","High",4011,80,24,5,20,5,4,1,"No","Research & Development",2,4,1,0,673
"875",875,"Schneider, Ryan",1875,1994,"No",10,2,3,14,57,1,20623,"Very Satisfied","Y",3,1,"Sales Executive",4,4,"Male","Travel_Rarely","Life Sciences","Single","High",4950,80,25,5,1233,4,2,1,"No","Sales",3,3,0,0,1356
"876",876,"Quintana, Izaak",1876,1974,"No",2,2,4,19,61,7,16177,"OK","Y",4,3,"Sales Executive",3,8,"Male","Travel_Rarely","Other","Married","High",4805,80,45,9,611,3,2,1,"No","Sales",7,3,1,0,561
"877",877,"James-Turner, Carissa",1877,1990,"No",27,2,2,12,66,1,25549,"Satisfied","Y",2,1,"Healthcare Representative",3,8,"Female","Travel_Rarely","Medical","Married","High",4335,80,29,11,786,3,1,1,"No","Research & Development",7,3,1,4,657
"878",878,"Hamada, Nubci",1878,1978,"No",7,5,3,22,55,10,20284,"Satisfied","Y",2,5,"Research Director",1,21,"Female","Non-Travel","Life Sciences","Divorced","Very High",19973,80,41,21,1031,3,2,1,"No","Research & Development",16,1,2,1,247
"879",879,"el-Shams, Zaid",1879,1985,"No",2,2,3,22,60,4,18686,"Very Satisfied","Y",4,1,"Sales Executive",3,6,"Male","Travel_Rarely","Other","Single","Very High",6274,80,34,6,784,5,3,1,"No","Sales",5,3,0,1,304
"880",880,"Guadarrama, Michael",1880,1984,"No",4,1,4,13,47,2,26537,"Very Satisfied","Y",4,2,"Laboratory Technician",4,2,"Male","Travel_Frequently","Other","Married","High",2376,80,35,2,1187,2,2,1,"No","Research & Development",2,2,1,1,636
"881",881,"Cribari, Hannah",1881,1988,"Yes",2,1,4,14,90,0,11882,"Very Satisfied","Y",3,0,"Sales Representative",3,1,"Female","Travel_Frequently","Life Sciences","Single","High",2785,80,31,3,1385,3,3,1,"No","Sales",0,2,0,7,703
"882",882,"el-Arafat, Abdul Fattaah",1882,1988,"No",2,1,1,18,32,2,7747,"Very Satisfied","Y",3,2,"Research Scientist",4,2,"Male","Travel_Rarely","Life Sciences","Divorced","High",2695,80,31,3,430,2,2,1,"Yes","Research & Development",2,3,1,0,192
"883",883,"Leake, Galen",1883,1973,"No",15,5,3,11,52,3,10849,"OK","Y",4,0,"Research Director",2,4,"Male","Travel_Rarely","Life Sciences","Married","High",19081,80,46,25,1212,2,1,1,"No","Research & Development",2,3,1,5,1450
"884",884,"Westbrook, Carl",1884,1962,"No",29,4,2,12,56,0,22102,"Very Satisfied","Y",1,0,"Manager",3,1,"Male","Travel_Rarely","Marketing","Divorced","High",14118,80,57,32,572,3,3,1,"No","Sales",0,2,1,3,210
"885",885,"Martinez, Vincent",1885,1970,"No",NA,2,3,15,92,7,23793,"Very Satisfied","Y",4,1,"Manufacturing Director",4,7,"Male","Non-Travel","Life Sciences","Divorced","High",6804,80,49,7,276,NA,1,1,"Yes","Research & Development",7,3,2,1,1002
"886",886,"Little, Alex",1886,1969,"No",28,1,3,11,74,8,3297,"Satisfied","Y",4,3,"Laboratory Technician",1,20,"Male","Travel_Rarely","Medical","Married","High",3221,80,50,20,713,3,3,1,"Yes","Research & Development",8,4,3,1,1207
"887",887,"Wallingford, Jessica",1887,1973,"No",2,4,2,12,75,7,14977,"OK","Y",3,7,"Manager",3,7,"Female","Travel_Rarely","Technical Degree","Married","High",16872,80,46,28,365,2,2,1,"Yes","Sales",7,1,1,3,488
"888",888,"Burnett, Darnisha",1888,1966,"No",1,2,4,20,34,10,7507,"Disatisfied","Y",4,8,"Sales Executive",1,14,"Female","Travel_Rarely","Medical","Single","Very High",8381,80,53,18,685,2,4,1,"No","Sales",7,3,0,7,238
"889",889,"Tiffany, Michael",1889,1975,"No",17,1,3,13,74,0,4279,"Satisfied","Y",4,0,"Research Scientist",3,0,"Male","Non-Travel","Life Sciences","Single","High",2290,80,44,6,1211,3,4,1,"No","Research & Development",0,1,0,2,111
"890",890,"Romero, Irvin",1890,1993,"Yes",29,2,3,18,79,2,21813,"Disatisfied","Y",2,2,"Sales Executive",2,2,"Male","Non-Travel","Medical","Single","High",4969,80,26,7,1045,6,4,1,"No","Sales",2,1,0,8,265
"891",891,"Freyta, Chandra",1891,1985,"No",16,1,3,16,100,3,8306,"Very Satisfied","Y",3,1,"Research Scientist",4,5,"Female","Travel_Frequently","Life Sciences","Single","High",2553,80,34,6,841,3,3,1,"No","Research & Development",2,2,0,1,702
"892",892,"Cardenas, Audrey",1892,1972,"Yes",27,2,3,12,77,3,10339,"Satisfied","Y",2,1,"Sales Executive",2,5,"Female","Travel_Frequently","Life Sciences","Single","High",6397,80,47,8,790,2,4,1,"Yes","Sales",4,4,0,4,719
"893",893,"Nolan, Dusty",1893,1983,"No",4,2,2,16,37,8,22604,"Very Satisfied","Y",1,1,"Laboratory Technician",4,10,"Male","Travel_Rarely","Life Sciences","Single","High",5810,80,36,10,1439,2,3,1,"No","Research & Development",4,2,0,1,172
"894",894,"Frisby, Joseph",1894,1976,"No",27,1,3,12,87,2,5855,"OK","Y",4,0,"Laboratory Technician",3,6,"Male","Travel_Rarely","Technical Degree","Divorced","High",4876,80,43,8,1604,NA,3,1,"No","Research & Development",4,4,1,5,990
"895",895,"Johnson, Zanelle",1895,1981,"No",7,2,3,20,46,5,7791,"Very Satisfied","Y",4,0,"Sales Executive",4,7,"Female","Travel_Rarely","Marketing","Single","Very High",4028,80,38,8,710,2,1,1,"No","Sales",7,2,0,0,243
"896",896,"Abdi, Alexis",1896,1989,"No",7,2,3,14,73,2,12761,"Disatisfied","Y",4,0,"Sales Executive",4,3,"Female","Travel_Rarely","Marketing","Divorced","High",4779,80,30,8,1425,3,2,1,"No","Sales",2,3,2,7,855
"897",897,"Mathews, Lacrae",1897,1982,"No",2,2,2,11,75,0,3010,"Satisfied","Y",4,1,"Sales Executive",3,3,"Male","Travel_Rarely","Marketing","Married","High",9602,80,37,17,664,3,3,1,"Yes","Sales",0,3,1,4,558
"898",898,"Jamison, Erica",1898,1989,"No",9,2,3,18,72,7,12858,"Satisfied","Y",3,1,"Manufacturing Director",2,8,"Female","Non-Travel","Medical","Single","High",4695,80,30,10,1306,3,3,1,"Yes","Research & Development",4,3,0,7,879
"899",899,"el-Noori, Rayyana",1899,1982,"No",1,2,2,12,65,3,15701,"OK","Y",2,4,"Manufacturing Director",4,6,"Female","Travel_Rarely","Life Sciences","Married","High",6447,80,37,8,629,2,2,1,"No","Research & Development",5,3,1,6,446
"900",900,"Yeo, Simon",1900,1976,"No",9,2,3,13,72,7,19627,"Satisfied","Y",4,4,"Laboratory Technician",5,8,"Male","Travel_Frequently","Medical","Divorced","High",5679,80,43,10,660,3,2,1,"Yes","Research & Development",7,3,1,3,1001
"901",901,"el-Shareef, Sadoon",1901,1986,"Yes",10,1,3,13,38,3,6705,"Very Satisfied","Y",1,1,"Laboratory Technician",1,4,"Male","Travel_Rarely","Medical","Divorced","High",3408,80,33,8,589,2,1,1,"No","Research & Development",3,1,3,7,587
"902",902,"Young, Nicaela",1902,1987,"No",5,2,3,12,67,5,15624,"OK","Y",4,2,"Research Scientist",2,7,"Female","Travel_Rarely","Life Sciences","Married","High",5878,80,32,12,1549,2,1,1,"No","Research & Development",1,2,1,3,824
"903",903,"Seibert Manadh, Alexandra",1903,1977,"No",NA,2,3,13,82,2,23016,"Disatisfied","Y",4,0,"Research Scientist",2,3,"Female","Travel_Rarely","Life Sciences","Single","High",6545,80,42,10,341,1,3,1,"Yes","Research & Development",2,4,0,3,916
"904",904,"al-Majid, Marjaana",1904,1984,"No",2,2,4,11,61,0,4761,"Disatisfied","Y",4,0,"Healthcare Representative",4,1,"Female","Non-Travel","Life Sciences","Divorced","High",5093,80,35,16,777,2,1,1,"No","Research & Development",0,3,1,2,1225
"905",905,"Kamp, Bonnie",1905,1981,"No",1,2,4,22,59,7,12930,"Very Satisfied","Y",1,0,"Sales Executive",4,8,"Female","Travel_Rarely","Life Sciences","Single","Very High",8686,80,38,12,226,2,3,1,"No","Sales",3,2,0,4,702
"906",906,"Pont, Mathew",1906,1996,"No",9,1,4,14,37,2,4344,"Disatisfied","Y",2,0,"Laboratory Technician",1,4,"Male","Travel_Rarely","Medical","Married","High",2500,80,23,5,765,2,4,1,"No","Research & Development",3,3,1,1,650
"907",907,"Dacunha, Dante'Vious",1907,1968,"Yes",4,1,4,12,34,7,10332,"Satisfied","Y",1,2,"Research Scientist",4,10,"Male","Travel_Rarely","Life Sciences","Married","High",2461,80,51,18,1087,2,3,1,"Yes","Research & Development",0,3,3,9,1323
"908",908,"Le, Taylor",1908,1964,"No",2,1,4,20,98,4,7975,"Very Satisfied","Y",2,0,"Research Scientist",4,5,"Male","Travel_Rarely","Technical Degree","Married","Very High",2662,80,55,19,1878,2,2,1,"No","Research & Development",2,2,1,8,836
"909",909,"Rosser, Smokey",1909,1983,"No",2,1,2,21,70,2,17001,"Very Satisfied","Y",3,1,"Sales Representative",4,3,"Male","Travel_Rarely","Life Sciences","Single","Very High",2644,80,36,7,1563,3,4,1,"Yes","Sales",2,3,0,3,1157
"910",910,"Fuchs, Jenayah",1910,1986,"No",NA,3,3,11,74,8,23364,"OK","Y",4,8,"Manager",4,10,"Female","Travel_Frequently","Life Sciences","Married","High",11878,80,33,12,420,2,2,1,"No","Research & Development",6,3,2,6,553
"911",911,"Storrer, Andre",1911,1984,"No",16,1,3,13,84,3,16479,"OK","Y",1,0,"Laboratory Technician",3,5,"Male","Travel_Rarely","Medical","Married","High",2426,80,35,6,11,5,3,1,"No","Research & Development",4,4,1,0,809
"912",912,"Douget, Travis",1912,1969,"No",9,1,3,18,64,0,20165,"Very Satisfied","Y",1,0,"Laboratory Technician",3,1,"Male","Travel_Rarely","Life Sciences","Married","High",2380,80,50,8,1033,5,2,1,"No","Research & Development",0,3,0,4,804
"913",913,"Webb, Thomas",1913,1964,"No",26,5,3,18,71,4,25811,"OK","Y",3,1,"Manager",4,10,"Male","Travel_Rarely","Human Resources","Married","High",19636,80,55,35,1970,NA,1,1,"Yes","Human Resources",9,4,1,4,189
"914",914,"Madsen, Andrew",1914,1968,"No",2,3,3,11,52,2,15395,"OK","Y",2,3,"Sales Executive",3,4,"Male","Travel_Frequently","Marketing","Married","High",10596,80,51,14,1389,5,2,1,"No","Sales",2,3,0,2,541
"915",915,"Welsh, Daniel",1915,1980,"Yes",2,4,3,11,84,5,13547,"Very Satisfied","Y",1,11,"Healthcare Representative",3,18,"Male","Travel_Frequently","Life Sciences","Divorced","High",12169,80,39,21,1131,4,4,1,"No","Research & Development",7,3,3,7,203
"916",916,"Gonzalez-Pena, Luis",1916,1996,"No",10,1,3,16,45,2,12826,"Satisfied","Y",4,2,"Research Scientist",3,2,"Male","Travel_Rarely","Technical Degree","Married","High",2073,80,23,4,1594,2,4,1,"No","Research & Development",2,4,1,2,977
"917",917,"Ameen, Aaliyah",1917,1973,"No",2,5,2,12,83,1,22822,"Disatisfied","Y",2,2,"Manager",4,2,"Female","Travel_Rarely","Marketing","Single","High",18947,80,46,22,44,2,4,1,"No","Sales",2,3,0,3,705
"918",918,"Suazo, Eric",1918,1985,"No",3,2,3,18,81,12,15891,"Disatisfied","Y",4,3,"Sales Executive",3,13,"Male","Travel_Rarely","Other","Single","High",4759,80,34,15,1482,2,4,1,"No","Sales",9,1,0,3,1326
"919",919,"Prouse, Stephanie",1919,1969,"No",11,5,3,15,53,4,17053,"OK","Y",3,4,"Manager",3,5,"Female","Travel_Rarely","Life Sciences","Single","High",19926,80,50,21,229,5,2,1,"No","Research & Development",4,3,0,3,1452
"920",920,"Blackbear, Matthew",1920,1974,"No",29,3,4,18,55,2,14720,"Very Satisfied","Y",2,1,"Manufacturing Director",3,3,"Male","Travel_Rarely","Technical Degree","Married","High",9380,80,45,10,1460,4,4,1,"Yes","Research & Development",1,3,2,4,1448
"921",921,"al-Noorani, Labeeb",1921,1997,"No",19,1,3,24,80,2,11992,"Very Satisfied","Y",3,2,"Research Scientist",1,2,"Male","Travel_Rarely","Medical","Married","Very High",2323,80,22,2,213,6,1,1,"No","Research & Development",2,3,2,1,1256
"922",922,"Swickard, Tae",1922,1986,"No",10,2,2,14,43,9,10410,"Satisfied","Y",2,0,"Sales Executive",4,10,"Male","Travel_Rarely","Marketing","Single","High",5487,80,33,10,1921,2,2,1,"No","Sales",4,3,0,1,217
"923",923,"Danels, Tierra",1923,1969,"No",28,4,3,11,43,2,22422,"Disatisfied","Y",4,1,"Research Director",3,3,"Female","Travel_Rarely","Life Sciences","Married","High",16880,80,50,25,1313,2,2,1,"Yes","Research & Development",2,3,0,4,1322
"924",924,"Chui, An Hoa",1924,1993,"Yes",8,2,2,17,38,2,3064,"Disatisfied","Y",4,1,"Sales Executive",3,4,"Male","Travel_Rarely","Technical Degree","Single","High",5326,80,26,6,797,2,3,1,"No","Sales",3,2,0,6,1146
"925",925,"Burton, Roberto",1925,1983,"No",2,2,2,21,94,8,4223,"Very Satisfied","Y",2,0,"Human Resources",1,10,"Male","Travel_Frequently","Human Resources","Single","Very High",3886,80,36,10,1884,2,4,1,"No","Human Resources",1,2,0,1,1213
"926",926,"Thao, Kimberly",1926,1981,"No",9,1,3,12,75,1,6319,"Very Satisfied","Y",3,2,"Laboratory Technician",2,2,"Female","Travel_Rarely","Life Sciences","Single","High",2288,80,38,2,238,3,3,1,"No","Research & Development",2,3,0,1,1380
"927",927,"Flora, Deontrae",1927,1979,"No",7,5,2,14,88,8,4349,"OK","Y",2,12,"Manager",4,21,"Male","Travel_Rarely","Medical","Single","High",19833,80,40,21,1741,3,2,1,"No","Sales",8,3,0,1,611
"928",928,"Verhoeven, Julia",1928,1976,"No",16,4,3,22,80,9,7744,"Very Satisfied","Y",4,1,"Manager",3,17,"Female","Travel_Rarely","Marketing","Married","Very High",16064,80,43,22,333,3,3,1,"Yes","Sales",13,3,1,5,1034
"929",929,"Platt, Austyn",1929,1988,"No",11,1,3,19,48,2,14871,"Very Satisfied","Y",4,0,"Research Scientist",4,6,"Male","Travel_Rarely","Life Sciences","Married","High",2356,80,31,8,901,2,2,1,"Yes","Research & Development",4,3,1,3,1222
"930",930,"Anderson, Braxton",1930,1991,"No",1,1,4,11,82,3,5531,"Very Satisfied","Y",3,0,"Research Scientist",3,5,"Male","Travel_Rarely","Life Sciences","Married","High",2044,80,28,5,1792,6,3,1,"No","Research & Development",3,3,1,1,1181
"931",931,"Her, Tai",1931,1991,"No",5,2,3,18,84,3,23490,"Disatisfied","Y",4,1,"Sales Executive",3,5,"Male","Travel_Rarely","Medical","Single","High",8463,80,28,6,1467,4,4,1,"No","Sales",4,3,0,0,866
"932",932,"Acree, Collin",1932,1982,"No",21,1,2,12,65,7,22977,"Disatisfied","Y",2,1,"Research Scientist",3,8,"Male","Travel_Rarely","Life Sciences","Married","High",3564,80,37,8,260,3,1,1,"Yes","Research & Development",7,4,1,1,290
"933",933,"Carrillo, Alfredo",1933,1964,"No",2,5,3,12,60,0,19805,"Disatisfied","Y",3,0,"Research Director",3,1,"Male","Travel_Rarely","Medical","Married","High",19038,80,55,34,1774,2,2,1,"No","Research & Development",0,2,3,8,478
"934",934,"Mayfield, Natalie",1934,1980,"Yes",2,1,4,23,54,0,17181,"Disatisfied","Y",1,0,"Laboratory Technician",3,1,"Female","Non-Travel","Life Sciences","Single","Very High",3646,80,39,11,1452,2,2,1,"Yes","Research & Development",0,2,0,2,592
"935",935,"Crockett, Tyree",1935,1984,"No",NA,3,3,13,94,6,11439,"OK","Y",3,0,"Sales Executive",5,10,"Male","Travel_Rarely","Marketing","Married","High",7295,80,35,10,211,3,1,1,"No","Sales",8,3,2,1,662
"936",936,"Trujillo, Jackie",1936,1962,"No",1,2,2,24,93,8,2721,"Satisfied","Y",2,2,"Research Scientist",2,12,"Male","Travel_Rarely","Life Sciences","Married","Very High",4900,80,57,13,1477,2,1,1,"No","Research & Development",9,4,1,0,405
"937",937,"Carroll, Jessica",1937,1985,"No",1,1,2,17,86,2,3708,"OK","Y",4,0,"Laboratory Technician",3,5,"Female","Travel_Rarely","Life Sciences","Married","High",3294,80,34,7,1454,2,1,1,"No","Research & Development",4,2,1,5,401
"938",938,"Tarver, Kaia",1938,1972,"No",3,4,2,12,49,13,10225,"Satisfied","Y",4,11,"Sales Executive",3,22,"Female","Travel_Frequently","Medical","Divorced","High",13770,80,47,28,747,2,4,1,"Yes","Sales",2,3,2,9,217
"939",939,"el-Hosseini, Nawfa",1939,1984,"No",26,3,3,16,31,7,16642,"Very Satisfied","Y",3,1,"Human Resources",4,9,"Female","Travel_Rarely","Life Sciences","Single","High",8837,80,35,9,2044,2,3,1,"Yes","Human Resources",0,3,0,1,1146
"940",940,"Garcia, Jake",1940,1985,"No",7,1,1,13,35,0,22061,"Very Satisfied","Y",1,0,"Research Scientist",4,1,"Male","Travel_Rarely","Medical","Single","High",2972,80,34,1,1571,4,3,1,"No","Research & Development",0,3,0,1,479
"941",941,"el-Saber, Miqdaad",1941,1978,"No",10,5,2,15,73,6,8861,"Very Satisfied","Y",2,12,"Manager",4,21,"Male","Travel_Rarely","Human Resources","Divorced","High",19141,80,41,23,729,2,2,1,"No","Human Resources",6,2,3,3,427
"942",942,"Lor, Gookjin",1942,1982,"No",4,1,3,17,41,8,2539,"Very Satisfied","Y",1,5,"Sales Representative",4,9,"Male","Travel_Frequently","Marketing","Divorced","High",2793,80,37,13,305,2,3,1,"No","Sales",8,3,1,4,319
"943",943,"Price, Lucia",1943,1989,"No",12,2,3,11,83,4,19558,"Satisfied","Y",2,4,"Sales Executive",3,5,"Female","Travel_Rarely","Technical Degree","Single","High",6577,80,30,6,530,6,2,1,"No","Sales",4,3,0,0,1082
"944",944,"King, Daniel",1944,1963,"No",9,4,2,11,81,1,20420,"Very Satisfied","Y",3,1,"Healthcare Representative",3,10,"Male","Travel_Rarely","Medical","Married","High",11103,80,56,30,757,1,3,1,"No","Research & Development",7,3,0,7,832
"945",945,"Montanez, Alyssa",1945,1965,"No",26,4,3,12,30,4,13871,"Very Satisfied","Y",4,4,"Manager",3,5,"Female","Non-Travel","Human Resources","Single","High",17328,80,54,23,153,3,3,1,"Yes","Human Resources",3,4,0,2,142
"946",946,"Lam, Amanda",1946,1966,"No",2,3,3,12,38,12,23537,"OK","Y",3,6,"Sales Executive",3,15,"Female","Travel_Frequently","Marketing","Married","High",7525,80,53,30,1045,2,1,1,"No","Sales",7,2,1,2,124
"947",947,"Kazee, Joseph",1947,1984,"No",11,3,3,13,79,3,8302,"Disatisfied","Y",3,2,"Healthcare Representative",2,4,"Male","Non-Travel","Medical","Married","High",9884,80,35,10,62,3,3,1,"Yes","Research & Development",0,2,1,2,1097
"948",948,"Becker, Colton",1948,1963,"No",23,4,3,12,68,9,18235,"OK","Y",4,15,"Manufacturing Director",3,19,"Male","Travel_Rarely","Life Sciences","Married","High",13402,80,56,33,1375,NA,1,1,"Yes","Research & Development",16,3,1,4,1369
"949",949,"Diaz, Lester",1949,1981,"No",2,1,3,13,100,8,7129,"OK","Y",1,3,"Human Resources",3,11,"Male","Non-Travel","Human Resources","Divorced","High",2592,80,38,13,1810,3,4,1,"No","Human Resources",10,3,3,5,1336
"950",950,"La, Nathan",1950,1996,"No",10,1,3,18,79,2,19630,"Satisfied","Y",1,0,"Research Scientist",1,2,"Male","Travel_Rarely","Medical","Single","High",3505,80,23,2,782,3,4,1,"No","Research & Development",2,4,0,1,310
"951",951,"Han, Catherine",1951,1988,"No",7,2,1,12,31,12,4156,"Disatisfied","Y",2,3,"Manufacturing Director",2,13,"Female","Travel_Rarely","Medical","Married","High",4306,80,31,13,527,5,2,1,"No","Research & Development",10,3,1,1,480
"952",952,"al-Edris, Mu'hsina",1952,1965,"No",17,3,3,11,56,8,13943,"Satisfied","Y",3,0,"Manufacturing Director",3,10,"Female","Travel_Rarely","Technical Degree","Married","High",10739,80,54,22,1008,2,3,1,"No","Research & Development",7,3,1,8,1441
"953",953,"Bachu, Katherine",1953,1969,"No",NA,3,3,15,50,11,21981,"Disatisfied","Y",4,1,"Research Director",5,14,"Female","Travel_Rarely","Life Sciences","Divorced","High",13269,80,50,19,1663,3,3,1,"No","Research & Development",11,2,3,5,813
"954",954,"Schmidt, Keanu",1954,1978,"No",12,1,3,11,46,0,9051,"Very Satisfied","Y",2,0,"Laboratory Technician",4,1,"Male","Travel_Rarely","Life Sciences","Married","High",4766,80,41,6,1163,4,1,1,"Yes","Research & Development",0,3,1,3,167
"955",955,"Nash, Michael",1955,1964,"Yes",2,5,3,13,78,4,21199,"Disatisfied","Y",4,1,"Manager",3,5,"Male","Travel_Rarely","Medical","Married","High",19859,80,55,24,793,2,4,1,"Yes","Research & Development",2,3,1,5,725
"956",956,"Coffey, Zachary",1956,1984,"No",18,3,3,11,60,2,19944,"Very Satisfied","Y",3,2,"Manufacturing Director",2,2,"Male","Travel_Frequently","Life Sciences","Single","High",9362,80,35,10,1411,2,3,1,"No","Research & Development",2,3,0,2,200
"957",957,"Fox II, Lissette",1957,1970,"No",20,2,2,14,96,11,5549,"Disatisfied","Y",3,5,"Manufacturing Director",4,15,"Female","Travel_Rarely","Medical","Married","High",6567,80,49,16,176,2,3,1,"No","Research & Development",11,3,0,1,470
"958",958,"Ironwing, Dekota",1958,1977,"No",10,1,2,22,38,3,6161,"Satisfied","Y",3,3,"Research Scientist",4,6,"Male","Non-Travel","Technical Degree","Married","Very High",2936,80,42,10,1860,1,2,1,"No","Research & Development",3,3,2,3,355
"959",959,"al-Jamil, Najeema",1959,1989,"Yes",5,1,3,17,60,2,25725,"OK","Y",2,1,"Laboratory Technician",3,3,"Female","Travel_Frequently","Medical","Single","High",2422,80,30,4,1011,3,1,1,"No","Research & Development",2,3,0,0,109
"960",960,"Hutchinson, Cheyenne",1960,1990,"Yes",9,1,3,13,52,2,14630,"OK","Y",2,2,"Sales Representative",3,2,"Female","Travel_Rarely","Marketing","Single","High",2760,80,29,2,1755,3,3,1,"No","Sales",2,1,0,1,428
"961",961,"al-Kazemi, Taaha",1961,1991,"No",9,1,2,23,94,4,2613,"Very Satisfied","Y",4,0,"Research Scientist",3,5,"Male","Travel_Rarely","Medical","Married","Very High",2070,80,28,5,372,3,4,1,"No","Research & Development",2,3,1,1,1158
"962",962,"Sayer, Rayhan",1962,1989,"No",29,3,3,12,33,3,17799,"OK","Y",3,1,"Sales Executive",4,4,"Male","Travel_Rarely","Technical Degree","Married","High",9250,80,30,9,1565,3,2,1,"No","Sales",2,3,1,3,1288
"963",963,"Vasquez, Jacob",1963,1977,"No",8,5,2,13,66,9,16225,"Very Satisfied","Y",2,14,"Manager",3,24,"Male","Travel_Frequently","Life Sciences","Divorced","High",18430,80,42,24,803,4,2,1,"No","Research & Development",7,3,1,1,570
"964",964,"Brussel, Kenneth",1964,1969,"No",20,4,3,15,41,13,20689,"Satisfied","Y",2,12,"Healthcare Representative",5,30,"Male","Travel_Frequently","Medical","Married","High",11245,80,50,32,1608,3,3,1,"Yes","Research & Development",8,3,1,2,1234
"965",965,"Behera, Henryphuoc",1965,1981,"No",2,1,3,11,45,2,4306,"Very Satisfied","Y",4,1,"Research Scientist",3,3,"Male","Travel_Rarely","Life Sciences","Single","High",3944,80,38,6,29,3,3,1,"Yes","Research & Development",2,3,0,5,371
"966",966,"Cirbo, Sara",1966,1979,"No",10,1,3,13,46,7,22495,"Satisfied","Y",4,1,"Laboratory Technician",4,7,"Female","Travel_Rarely","Life Sciences","Married","High",2213,80,40,10,476,3,3,1,"Yes","Research & Development",7,4,1,3,1171
"967",967,"el-Ally, Safwaan",1967,1986,"No",28,2,3,12,79,7,22949,"Satisfied","Y",2,5,"Laboratory Technician",4,15,"Male","Travel_Rarely","Life Sciences","Married","High",5207,80,33,15,1542,3,2,1,"Yes","Research & Development",14,3,1,1,589
"968",968,"Buccieri, Raymond",1968,1971,"No",4,4,3,25,89,2,5602,"Very Satisfied","Y",3,2,"Manager",5,2,"Male","Travel_Frequently","Medical","Married","Very High",15202,80,48,23,1639,3,2,1,"No","Research & Development",2,2,1,2,365
"969",969,"el-Mahfouz, Neeshaan",1969,1983,"No",27,2,2,13,94,7,16577,"Satisfied","Y",3,7,"Healthcare Representative",3,7,"Male","Travel_Rarely","Medical","Married","High",5237,80,36,17,11,3,2,1,"No","Research & Development",7,3,2,6,1299
"970",970,"Amarbayasgalan, Myles",1970,1985,"No",1,3,2,21,32,1,6770,"Very Satisfied","Y",1,2,"Sales Executive",3,14,"Male","Travel_Rarely","Marketing","Single","Very High",9888,80,34,14,1956,3,1,1,"No","Sales",8,3,0,1,937
"971",971,"Jacobs, Denzel",1971,1985,"No",10,2,3,14,87,7,12313,"Satisfied","Y",4,0,"Sales Executive",3,15,"Male","Non-Travel","Life Sciences","Divorced","High",4001,80,34,15,1768,3,3,1,"Yes","Sales",14,3,1,1,1375
"972",972,"Ho, Kevin",1972,1991,"No",21,1,1,11,42,2,6672,"Very Satisfied","Y",3,0,"Research Scientist",3,5,"Male","Travel_Rarely","Medical","Married","High",2713,80,28,5,217,2,3,1,"No","Research & Development",2,3,1,1,440
"973",973,"Patterson, Isaiah",1973,1977,"No",8,2,3,11,48,2,21173,"OK","Y",3,4,"Sales Executive",4,9,"Male","Travel_Rarely","Marketing","Married","High",6825,80,42,10,39,2,4,1,"No","Sales",7,3,1,0,691
"974",974,"Rem, Natalie",1974,1986,"No",4,1,3,21,47,1,13248,"OK","Y",3,1,"Research Scientist",4,3,"Female","Travel_Rarely","Medical","Married","Very High",2622,80,33,7,302,3,4,1,"No","Research & Development",2,2,0,6,147
"975",975,"Flynn, Vanessa",1975,1960,"No",1,2,2,11,57,3,24668,"Satisfied","Y",1,1,"Sales Executive",1,4,"Female","Travel_Frequently","Life Sciences","Single","High",5473,80,59,20,86,2,4,1,"No","Sales",3,2,0,7,1225
"976",976,"el-Firman, Shaheer",1976,1964,"No",2,4,4,15,40,2,17323,"Disatisfied","Y",3,6,"Manager",1,9,"Male","Non-Travel","Medical","Single","High",16756,80,55,31,1082,3,2,1,"No","Research & Development",7,2,0,7,444
"977",977,"Delamar, Daniel",1977,1974,"No",1,5,3,11,70,7,15970,"Very Satisfied","Y",3,1,"Manager",3,24,"Male","Travel_Rarely","Other","Married","High",19202,80,45,25,329,2,3,1,"No","Research & Development",0,4,1,0,252
"978",978,"Farabee, Hayley",1978,1978,"Yes",12,5,3,12,49,8,16280,"Satisfied","Y",2,15,"Research Director",3,22,"Female","Travel_Rarely","Technical Degree","Married","High",19545,80,41,23,61,NA,4,1,"No","Research & Development",15,3,0,1,1360
"979",979,"Haynes, John",1979,1984,"No",25,3,3,16,78,8,9129,"OK","Y",4,4,"Manufacturing Director",3,13,"Male","Travel_Rarely","Technical Degree","Married","High",10903,80,35,16,901,2,1,1,"No","Research & Development",10,2,0,3,672
"980",980,"Seitz, Joshua",1980,1973,"No",7,3,3,13,75,7,24208,"Satisfied","Y",4,0,"Manufacturing Director",2,8,"Male","Travel_Rarely","Medical","Divorced","High",10845,80,46,13,1014,3,2,1,"No","Research & Development",7,3,1,6,566
